Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ImageLeft,Spreadsheet: ImageRight,Spreadsheet: ImageCentre,Spreadsheet: TextLeft,Spreadsheet: TextRight,Spreadsheet: TextCentre,Spreadsheet: Answer,Spreadsheet: OrLeft,Spreadsheet: OrRight,Spreadsheet: metadata,Spreadsheet: metadata2,Spreadsheet: randomize_superBlock,Manipulation: Spreadsheet
113,1689093555131,11/07/2023 16:39:15,1689079155131,-4,11/07/2023 08:39:15,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,51,trials,Screen 2,vtanvj,2,continue,,666.4180000000051,666.4180000000051,666.4180000000051,666.4180000000051,666.4180000000051,666.4180000000051,1,666.4180000000051,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,wf00009_fg.png,Dirty,Clean,,right,or,or,congruent,cong_Dir,,
114,1689093555638,11/07/2023 16:39:15,1689079155638,-4,11/07/2023 08:39:15,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,52,trials,Screen 1,9h6dqb,1,response,right,507.59099998808233,500.0100000000093,507.59099998808233,507.59099998808233,500.0100000000093,507.59099998808233,1,507.59099998808233,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,11,af00009_fg.png,wf00009_fg.png,wm00003_fg.png,Dirty,Clean,,right,or,or,congruent,cong_Dir,,
115,1689093556797,11/07/2023 16:39:16,1689079156797,-4,11/07/2023 08:39:16,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,52,trials,Screen 2,vtanvj,2,continue,,666.5390000000189,666.5390000000189,666.5390000000189,666.5390000000189,666.5390000000189,666.5390000000189,1,666.5390000000189,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,wm00003_fg.png,Dirty,Clean,,right,or,or,congruent,cong_Dir,,
116,1689093557491,11/07/2023 16:39:17,1689079157491,-4,11/07/2023 08:39:17,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,53,trials,Screen 1,9h6dqb,1,response,left,694.3789999999863,683.045999999973,694.3789999999863,694.3789999999863,683.045999999973,694.3789999999863,1,694.3789999999863,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Disgust,left,or,or,congruent,cong_Dir,,
117,1689093558647,11/07/2023 16:39:18,1689079158647,-4,11/07/2023 08:39:18,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,53,trials,Screen 2,vtanvj,2,continue,,666.5139999999956,666.5139999999956,666.5139999999956,666.5139999999956,666.5139999999956,666.5139999999956,1,666.5139999999956,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Disgust,left,or,or,congruent,cong_Dir,,
118,1689093559263,11/07/2023 16:39:19,1689079159263,-4,11/07/2023 08:39:19,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,54,trials,Screen 1,9h6dqb,1,response,right,616.195000000007,599.7859999999928,616.195000000007,616.195000000007,599.7859999999928,616.195000000007,1,616.195000000007,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Sanitary,right,or,or,congruent,cong_Dir,,
119,1689093560413,11/07/2023 16:39:20,1689079160413,-4,11/07/2023 08:39:20,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,54,trials,Screen 2,vtanvj,2,continue,,666.4990000000107,666.4990000000107,666.4990000000107,666.4990000000107,666.4990000000107,666.4990000000107,1,666.4990000000107,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Sanitary,right,or,or,congruent,cong_Dir,,
120,1689093561004,11/07/2023 16:39:21,1689079161004,-4,11/07/2023 08:39:21,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,55,trials,Screen 1,9h6dqb,1,response,right,591.4459999999963,583.4079999999958,591.4459999999963,591.4459999999963,583.4079999999958,591.4459999999963,1,591.4459999999963,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,11,af00009_fg.png,wf00009_fg.png,wm00001_fg.png,Dirty,Clean,,right,or,or,congruent,cong_Dir,,
121,1689093562163,11/07/2023 16:39:22,1689079162163,-4,11/07/2023 08:39:22,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,55,trials,Screen 2,vtanvj,2,continue,,666.3790000000154,666.3790000000154,666.3790000000154,666.3790000000154,666.3790000000154,666.3790000000154,1,666.3790000000154,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,wm00001_fg.png,Dirty,Clean,,right,or,or,congruent,cong_Dir,,
122,1689093562901,11/07/2023 16:39:22,1689079162901,-4,11/07/2023 08:39:22,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,56,trials,Screen 1,9h6dqb,1,response,right,738.2449999999953,733.3789999999863,738.2449999999953,738.2449999999953,733.3789999999863,738.2449999999953,1,738.2449999999953,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Spotless,right,or,or,congruent,cong_Dir,,
123,1689093564063,11/07/2023 16:39:24,1689079164063,-4,11/07/2023 08:39:24,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,56,trials,Screen 2,vtanvj,2,continue,,666.4880000000121,666.4880000000121,666.4880000000121,666.4880000000121,666.4880000000121,666.4880000000121,1,666.4880000000121,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,11,af00009_fg.png,wf00009_fg.png,blank.png,Dirty,Clean,Spotless,right,or,or,congruent,cong_Dir,,
124,1689093566699,11/07/2023 16:39:26,1689079166699,-4,11/07/2023 08:39:26,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,prepare2,Screen 1,6qh3va,1,continue,,2637.3489999910526,2632.823000000004,2637.3489999910526,2637.3489999910526,2632.823000000004,2637.3489999910526,1,2637.3489999910526,0,0,,Space To Continue,Continue ,2,object-67,prepare2,3,,,,,,,,,,,,,,
125,1689093566700,11/07/2023 16:39:26,1689079166700,-4,11/07/2023 08:39:26,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,prepare2,Screen 1,6qh3va,1,continue,,2638.3489999910526,2632.823000000004,2638.3489999910526,2638.3489999910526,2632.823000000004,2638.3489999910526,1,2638.3489999910526,0,0,,Space To Continue,Continue ,2,object-67,prepare2,3,,,,,,,,,,,,,,
126,1689093569035,11/07/2023 16:39:29,1689079169035,-4,11/07/2023 08:39:29,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,4,prepare1,Screen 1,6xowt1,1,continue,,2339.6259999999893,2333.076000000001,2339.6259999999893,2339.6259999999893,2333.076000000001,2339.6259999999893,1,2339.6259999999893,0,0,,Space To Continue,space,8,object-41,prepare1,3,,blank.png,blank.png,,Clean,Dirty,,,,,practice_incongruent,,,
127,1689093569036,11/07/2023 16:39:29,1689079169036,-4,11/07/2023 08:39:29,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,4,prepare1,Screen 1,6xowt1,1,continue,,2340.925999997009,2333.076000000001,2340.925999997009,2340.925999997009,2333.076000000001,2340.925999997009,1,2340.925999997009,0,0,,Space To Continue,space,8,object-41,prepare1,3,,blank.png,blank.png,,Clean,Dirty,,,,,practice_incongruent,,,
128,1689093570748,11/07/2023 16:39:30,1689079170748,-4,11/07/2023 08:39:30,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,57,trials,Screen 1,9h6dqb,1,response,right,1719.4499999910477,1716.4039999999804,1719.4499999910477,1719.4499999910477,1716.4039999999804,1719.4499999910477,1,1719.4499999910477,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Tainted,right,,,practice_incongruent,,,
129,1689093571912,11/07/2023 16:39:31,1689079171912,-4,11/07/2023 08:39:31,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,57,trials,Screen 2,vtanvj,2,continue,,666.6180000000168,666.6180000000168,666.6180000000168,666.6180000000168,666.6180000000168,666.6180000000168,1,666.6180000000168,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Tainted,right,,,practice_incongruent,,,
130,1689093572553,11/07/2023 16:39:32,1689079172553,-4,11/07/2023 08:39:32,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,58,trials,Screen 1,9h6dqb,1,response,left,641.428999997006,633.1219999999739,641.428999997006,641.428999997006,633.1219999999739,641.428999997006,1,641.428999997006,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Hygenic,left,,,practice_incongruent,,,
131,1689093573712,11/07/2023 16:39:33,1689079173712,-4,11/07/2023 08:39:33,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,58,trials,Screen 2,vtanvj,2,continue,,666.55799999999,666.55799999999,666.55799999999,666.55799999999,666.55799999999,666.55799999999,1,666.55799999999,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Hygenic,left,,,practice_incongruent,,,
132,1689093575071,11/07/2023 16:39:35,1689079175071,-4,11/07/2023 08:39:35,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,59,trials,Screen 1,9h6dqb,1,response,right,1359.9489999910584,1349.7019999999902,1359.9489999910584,1359.9489999910584,1349.7019999999902,1359.9489999910584,1,1359.9489999910584,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Putrid,right,,,practice_incongruent,,,
133,1689093576228,11/07/2023 16:39:36,1689079176228,-4,11/07/2023 08:39:36,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,59,trials,Screen 2,vtanvj,2,continue,,666.4110000000219,666.4110000000219,666.4110000000219,666.4110000000219,666.4110000000219,666.4110000000219,1,666.4110000000219,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Putrid,right,,,practice_incongruent,,,
134,1689093576883,11/07/2023 16:39:36,1689079176883,-4,11/07/2023 08:39:36,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,60,trials,Screen 1,9h6dqb,1,response,right,656.1759999970091,650.0639999999839,656.1759999970091,656.1759999970091,650.0639999999839,656.1759999970091,1,656.1759999970091,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Foul,right,,,practice_incongruent,,,
135,1689093578044,11/07/2023 16:39:38,1689079178044,-4,11/07/2023 08:39:38,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,60,trials,Screen 2,vtanvj,2,continue,,666.5409999999974,666.5409999999974,666.5409999999974,666.5409999999974,666.5409999999974,666.5409999999974,1,666.5409999999974,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Foul,right,,,practice_incongruent,,,
136,1689093578600,11/07/2023 16:39:38,1689079178600,-4,11/07/2023 08:39:38,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,61,trials,Screen 1,9h6dqb,1,response,right,556.5469999880879,549.9020000000019,556.5469999880879,556.5469999880879,549.9020000000019,556.5469999880879,1,556.5469999880879,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Filthy,right,,,practice_incongruent,,,
137,1689093579760,11/07/2023 16:39:39,1689079179760,-4,11/07/2023 08:39:39,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,61,trials,Screen 2,vtanvj,2,continue,,666.5389999999898,666.5389999999898,666.5389999999898,666.5389999999898,666.5389999999898,666.5389999999898,1,666.5389999999898,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Filthy,right,,,practice_incongruent,,,
138,1689093580362,11/07/2023 16:39:40,1689079180362,-4,11/07/2023 08:39:40,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,62,trials,Screen 1,9h6dqb,1,response,left,602.4809999999998,599.859999999986,602.4809999999998,602.4809999999998,599.859999999986,602.4809999999998,1,602.4809999999998,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Sanitary,left,,,practice_incongruent,,,
139,1689093581527,11/07/2023 16:39:41,1689079181527,-4,11/07/2023 08:39:41,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,62,trials,Screen 2,vtanvj,2,continue,,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,1,666.5979999999981,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Sanitary,left,,,practice_incongruent,,,
140,1689093582461,11/07/2023 16:39:42,1689079182461,-4,11/07/2023 08:39:42,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,63,trials,Screen 1,9h6dqb,1,response,right,934.2769999880693,932.997000000003,934.2769999880693,934.2769999880693,932.997000000003,934.2769999880693,1,934.2769999880693,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Infected,right,,,practice_incongruent,,,
141,1689093583627,11/07/2023 16:39:43,1689079183627,-4,11/07/2023 08:39:43,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,63,trials,Screen 2,vtanvj,2,continue,,666.4929999999877,666.4929999999877,666.4929999999877,666.4929999999877,666.4929999999877,666.4929999999877,1,666.4929999999877,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Infected,right,,,practice_incongruent,,,
142,1689093584191,11/07/2023 16:39:44,1689079184191,-4,11/07/2023 08:39:44,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,64,trials,Screen 1,9h6dqb,1,response,right,565.3969999910623,549.9439999999886,565.3969999910623,565.3969999910623,549.9439999999886,565.3969999910623,1,565.3969999910623,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Gross,right,,,practice_incongruent,,,
143,1689093585342,11/07/2023 16:39:45,1689079185342,-4,11/07/2023 08:39:45,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,64,trials,Screen 2,vtanvj,2,continue,,666.4479999999749,666.4479999999749,666.4479999999749,666.4479999999749,666.4479999999749,666.4479999999749,1,666.4479999999749,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Gross,right,,,practice_incongruent,,,
144,1689093586258,11/07/2023 16:39:46,1689079186258,-4,11/07/2023 08:39:46,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,65,trials,Screen 1,9h6dqb,1,response,left,915.8569999940519,900.0420000000158,915.8569999940519,915.8569999940519,900.0420000000158,915.8569999940519,1,915.8569999940519,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Neat,left,,,practice_incongruent,,,
145,1689093587409,11/07/2023 16:39:47,1689079187409,-4,11/07/2023 08:39:47,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,65,trials,Screen 2,vtanvj,2,continue,,666.5430000000051,666.5430000000051,666.5430000000051,666.5430000000051,666.5430000000051,666.5430000000051,1,666.5430000000051,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Neat,left,,,practice_incongruent,,,
146,1689093588048,11/07/2023 16:39:48,1689079188048,-4,11/07/2023 08:39:48,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,66,trials,Screen 1,9h6dqb,1,response,left,639.2369999999937,633.0289999999804,639.2369999999937,639.2369999999937,633.0289999999804,639.2369999999937,1,639.2369999999937,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Immaculate,left,,,practice_incongruent,,,
147,1689093589208,11/07/2023 16:39:49,1689079189208,-4,11/07/2023 08:39:49,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,66,trials,Screen 2,vtanvj,2,continue,,666.3980000000156,666.3980000000156,666.3980000000156,666.3980000000156,666.3980000000156,666.3980000000156,1,666.3980000000156,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Immaculate,left,,,practice_incongruent,,,
148,1689093589942,11/07/2023 16:39:49,1689079189942,-4,11/07/2023 08:39:49,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,67,trials,Screen 1,9h6dqb,1,response,left,733.2090000000026,716.5469999999914,733.2090000000026,733.2090000000026,716.5469999999914,733.2090000000026,1,733.2090000000026,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Pristine,left,,,practice_incongruent,,,
149,1689093591093,11/07/2023 16:39:51,1689079191093,-4,11/07/2023 08:39:51,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,67,trials,Screen 2,vtanvj,2,continue,,666.5550000000221,666.5550000000221,666.5550000000221,666.5550000000221,666.5550000000221,666.5550000000221,1,666.5550000000221,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Pristine,left,,,practice_incongruent,,,
150,1689093592347,11/07/2023 16:39:52,1689079192347,-4,11/07/2023 08:39:52,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,68,trials,Screen 1,9h6dqb,1,response,left,1255.5349999970058,1249.7769999999728,1255.5349999970058,1255.5349999970058,1249.7769999999728,1255.5349999970058,1,1255.5349999970058,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Purified,left,,,practice_incongruent,,,
151,1689093593508,11/07/2023 16:39:53,1689079193508,-4,11/07/2023 08:39:53,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,68,trials,Screen 2,vtanvj,2,continue,,666.5560000000114,666.5560000000114,666.5560000000114,666.5560000000114,666.5560000000114,666.5560000000114,1,666.5560000000114,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Purified,left,,,practice_incongruent,,,
152,1689093594117,11/07/2023 16:39:54,1689079194117,-4,11/07/2023 08:39:54,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,69,trials,Screen 1,9h6dqb,1,response,left,609.3699999910605,599.8910000000033,609.3699999910605,609.3699999910605,599.8910000000033,609.3699999910605,1,609.3699999910605,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Sterile,left,,,practice_incongruent,,,
153,1689093595274,11/07/2023 16:39:55,1689079195274,-4,11/07/2023 08:39:55,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,69,trials,Screen 2,vtanvj,2,continue,,666.5699999999779,666.5699999999779,666.5699999999779,666.5699999999779,666.5699999999779,666.5699999999779,1,666.5699999999779,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,12,blank.png,blank.png,blank.png,Clean,Dirty,Sterile,left,,,practice_incongruent,,,
