Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: randomise_blocks,Spreadsheet: randomise_trials,Spreadsheet: ImageLeft,Spreadsheet: ImageRight,Spreadsheet: ImageCentre,Spreadsheet: TextLeft,Spreadsheet: TextRight,Spreadsheet: TextCentre,Spreadsheet: Answer,Spreadsheet: OrLeft,Spreadsheet: OrRight,Spreadsheet: metadata,Spreadsheet: metadata2,Spreadsheet: randomize_superBlock,Manipulation: Spreadsheet
1,1689093425429,11/07/2023 16:37:05,1689079025429,-4,11/07/2023 08:37:05,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,1689093430652,11/07/2023 16:37:10,1689079030652,-4,11/07/2023 08:37:10,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,task description,Screen 1,6dy91m,1,continue,,5232.496999999999,5215.822,5232.496999999999,5232.496999999999,5215.822,5232.496999999999,1,5232.496999999999,0,0,,Space To Continue,Continue ,2,object-25,task description,,,,,,,,,,,,,,,
3,1689093430653,11/07/2023 16:37:10,1689079030653,-4,11/07/2023 08:37:10,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,task description,Screen 1,6dy91m,1,continue,,5232.496999999999,5215.822,5232.496999999999,5232.496999999999,5215.822,5232.496999999999,1,5232.496999999999,0,0,,Space To Continue,Continue ,2,object-25,task description,,,,,,,,,,,,,,,
4,1689093445995,11/07/2023 16:37:25,1689079045995,-4,11/07/2023 08:37:25,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,instructions,Screen 1,tpgynk,1,continue,,15361.075999991059,15347.705999999998,15361.075999991059,15361.075999991059,15347.705999999998,15361.075999991059,1,15361.075999991059,0,0,,Space To Continue,Continue ,2,object-28,instructions,,,,,,,,,,,,,,,
5,1689093446001,11/07/2023 16:37:26,1689079046001,-4,11/07/2023 08:37:26,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,instructions,Screen 1,tpgynk,1,continue,,15364.418999999998,15347.705999999998,15364.418999999998,15364.418999999998,15347.705999999998,15364.418999999998,1,15364.418999999998,0,0,,Space To Continue,Continue ,2,object-28,instructions,,,,,,,,,,,,,,,
6,1689093456115,11/07/2023 16:37:36,1689079056115,-4,11/07/2023 08:37:36,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,prepare1,Screen 1,6xowt1,1,continue,,10132.769999997021,10131.417000000001,10132.769999997021,10132.769999997021,10131.417000000001,10132.769999997021,1,10132.769999997021,0,0,,Space To Continue,space,8,object-41,prepare1,,,af00009_fg.png,wf00009_fg.png,,,,,,,,practice_images,,,
7,1689093456117,11/07/2023 16:37:36,1689079056117,-4,11/07/2023 08:37:36,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,prepare1,Screen 1,6xowt1,1,continue,,10135.36999999106,10131.417000000001,10135.36999999106,10135.36999999106,10131.417000000001,10135.36999999106,1,10135.36999999106,0,0,,Space To Continue,space,8,object-41,prepare1,,,af00009_fg.png,wf00009_fg.png,,,,,,,,practice_images,,,
8,1689093456788,11/07/2023 16:37:36,1689079056788,-4,11/07/2023 08:37:36,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,trials,Screen 1,9h6dqb,1,response,left,674.252999988079,666.5639999999985,674.252999988079,674.252999988079,666.5639999999985,674.252999988079,1,674.252999988079,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,af00009_fg.png,,,,left,,,practice_images,,,
9,1689093457947,11/07/2023 16:37:37,1689079057947,-4,11/07/2023 08:37:37,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,1,trials,Screen 2,vtanvj,2,continue,,666.6259999999966,666.6259999999966,666.6259999999966,666.6259999999966,666.6259999999966,666.6259999999966,1,666.6259999999966,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,af00009_fg.png,,,,left,,,practice_images,,,
10,1689093458424,11/07/2023 16:37:38,1689079058424,-4,11/07/2023 08:37:38,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,2,trials,Screen 1,9h6dqb,1,response,left,477.35099999106023,466.52500000000146,477.35099999106023,477.35099999106023,466.52500000000146,477.35099999106023,1,477.35099999106023,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,af00001_fg.png,,,,left,,,practice_images,,,
11,1689093459580,11/07/2023 16:37:39,1689079059580,-4,11/07/2023 08:37:39,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,2,trials,Screen 2,vtanvj,2,continue,,666.5479999999952,666.5479999999952,666.5479999999952,666.5479999999952,666.5479999999952,666.5479999999952,1,666.5479999999952,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,af00001_fg.png,,,,left,,,practice_images,,,
12,1689093460175,11/07/2023 16:37:40,1689079060175,-4,11/07/2023 08:37:40,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,3,trials,Screen 1,9h6dqb,1,response,right,595.5549999940413,583.25,595.5549999940413,595.5549999940413,583.25,595.5549999940413,1,595.5549999940413,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wm00001_fg.png,,,,right,,,practice_images,,,
13,1689093461329,11/07/2023 16:37:41,1689079061329,-4,11/07/2023 08:37:41,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,3,trials,Screen 2,vtanvj,2,continue,,666.5869999999995,666.5869999999995,666.5869999999995,666.5869999999995,666.5869999999995,666.5869999999995,1,666.5869999999995,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wm00001_fg.png,,,,right,,,practice_images,,,
14,1689093461833,11/07/2023 16:37:41,1689079061833,-4,11/07/2023 08:37:41,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,4,trials,Screen 1,9h6dqb,1,response,left,503.5099999970189,499.88700000000244,503.5099999970189,503.5099999970189,499.88700000000244,503.5099999970189,1,503.5099999970189,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,am00008_fg.png,,,,left,,,practice_images,,,
15,1689093462996,11/07/2023 16:37:42,1689079062996,-4,11/07/2023 08:37:42,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,4,trials,Screen 2,vtanvj,2,continue,,666.7469999999958,666.7469999999958,666.7469999999958,666.7469999999958,666.7469999999958,666.7469999999958,1,666.7469999999958,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,am00008_fg.png,,,,left,,,practice_images,,,
16,1689093463571,11/07/2023 16:37:43,1689079063571,-4,11/07/2023 08:37:43,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,5,trials,Screen 1,9h6dqb,1,response,right,575.1200000000026,566.4170000000013,575.1200000000026,575.1200000000026,566.4170000000013,575.1200000000026,1,575.1200000000026,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wf00009_fg.png,,,,right,,,practice_images,,,
17,1689093464729,11/07/2023 16:37:44,1689079064729,-4,11/07/2023 08:37:44,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,5,trials,Screen 2,vtanvj,2,continue,,666.3450000000012,666.3450000000012,666.3450000000012,666.3450000000012,666.3450000000012,666.3450000000012,1,666.3450000000012,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wf00009_fg.png,,,,right,,,practice_images,,,
18,1689093465404,11/07/2023 16:37:45,1689079065404,-4,11/07/2023 08:37:45,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,6,trials,Screen 1,9h6dqb,1,response,right,675.4959999880812,666.5910000000003,675.4959999880812,675.4959999880812,666.5910000000003,675.4959999880812,1,675.4959999880812,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wm00012_fg.png,,,,right,,,practice_images,,,
19,1689093466562,11/07/2023 16:37:46,1689079066562,-4,11/07/2023 08:37:46,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,6,trials,Screen 2,vtanvj,2,continue,,666.2869999999966,666.2869999999966,666.2869999999966,666.2869999999966,666.2869999999966,666.2869999999966,1,666.2869999999966,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wm00012_fg.png,,,,right,,,practice_images,,,
20,1689093467086,11/07/2023 16:37:47,1689079067086,-4,11/07/2023 08:37:47,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,7,trials,Screen 1,9h6dqb,1,response,left,524.1619999910617,516.596000000005,524.1619999910617,524.1619999910617,516.596000000005,524.1619999910617,1,524.1619999910617,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,am00003_fg.png,,,,left,,,practice_images,,,
21,1689093468245,11/07/2023 16:37:48,1689079068245,-4,11/07/2023 08:37:48,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,7,trials,Screen 2,vtanvj,2,continue,,666.5509999999995,666.5509999999995,666.5509999999995,666.5509999999995,666.5509999999995,666.5509999999995,1,666.5509999999995,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,am00003_fg.png,,,,left,,,practice_images,,,
22,1689093468780,11/07/2023 16:37:48,1689079068780,-4,11/07/2023 08:37:48,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,8,trials,Screen 1,9h6dqb,1,response,left,535.5129999970231,533.2550000000047,535.5129999970231,535.5129999970231,533.2550000000047,535.5129999970231,1,535.5129999970231,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,af00002_fg.png,,,,left,,,practice_images,,,
23,1689093469945,11/07/2023 16:37:49,1689079069945,-4,11/07/2023 08:37:49,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,8,trials,Screen 2,vtanvj,2,continue,,666.564999999995,666.564999999995,666.564999999995,666.564999999995,666.564999999995,666.564999999995,1,666.564999999995,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,af00002_fg.png,,,,left,,,practice_images,,,
24,1689093470465,11/07/2023 16:37:50,1689079070465,-4,11/07/2023 08:37:50,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,9,trials,Screen 1,9h6dqb,1,response,right,520.4800000000032,516.5900000000038,520.4800000000032,520.4800000000032,516.5900000000038,520.4800000000032,1,520.4800000000032,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wm00003_fg.png,,,,right,,,practice_images,,,
25,1689093471628,11/07/2023 16:37:51,1689079071628,-4,11/07/2023 08:37:51,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,9,trials,Screen 2,vtanvj,2,continue,,666.5169999999998,666.5169999999998,666.5169999999998,666.5169999999998,666.5169999999998,666.5169999999998,1,666.5169999999998,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wm00003_fg.png,,,,right,,,practice_images,,,
26,1689093472285,11/07/2023 16:37:52,1689079072285,-4,11/07/2023 08:37:52,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,10,trials,Screen 1,9h6dqb,1,response,right,657.6429999880784,649.898000000001,657.6429999880784,657.6429999880784,649.898000000001,657.6429999880784,1,657.6429999880784,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wf00004_fg.png,,,,right,,,practice_images,,,
27,1689093473444,11/07/2023 16:37:53,1689079073444,-4,11/07/2023 08:37:53,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,10,trials,Screen 2,vtanvj,2,continue,,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,666.5979999999981,1,666.5979999999981,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wf00004_fg.png,,,,right,,,practice_images,,,
28,1689093474055,11/07/2023 16:37:54,1689079074055,-4,11/07/2023 08:37:54,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,11,trials,Screen 1,9h6dqb,1,response,left,611.1359999940396,599.862000000001,611.1359999940396,611.1359999940396,599.862000000001,611.1359999940396,1,611.1359999940396,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,am00011_fg.png,,,,left,,,practice_images,,,
29,1689093475210,11/07/2023 16:37:55,1689079075210,-4,11/07/2023 08:37:55,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,11,trials,Screen 2,vtanvj,2,continue,,666.5540000000037,666.5540000000037,666.5540000000037,666.5540000000037,666.5540000000037,666.5540000000037,1,666.5540000000037,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,am00011_fg.png,,,,left,,,practice_images,,,
30,1689093475746,11/07/2023 16:37:55,1689079075746,-4,11/07/2023 08:37:55,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,12,trials,Screen 1,9h6dqb,1,response,right,535.377999988079,533.2640000000029,535.377999988079,535.377999988079,533.2640000000029,535.377999988079,1,535.377999988079,0,0,,Keyboard Response,keyboard,10,object-73,trials,,1,af00009_fg.png,wf00009_fg.png,wf00006_fg.png,,,,right,,,practice_images,,,
31,1689093476910,11/07/2023 16:37:56,1689079076910,-4,11/07/2023 08:37:56,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,12,trials,Screen 2,vtanvj,2,continue,,666.5639999999985,666.5639999999985,666.5639999999985,666.5639999999985,666.5639999999985,666.5639999999985,1,666.5639999999985,0,0,,Fixation Timing,Fixation,1,object-77,trials,,1,af00009_fg.png,wf00009_fg.png,wf00006_fg.png,,,,right,,,practice_images,,,
32,1689093477989,11/07/2023 16:37:57,1689079077989,-4,11/07/2023 08:37:57,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,2,prepare1,Screen 1,6xowt1,1,continue,,1079.4490000000005,1066.4809999999998,1079.4490000000005,1079.4490000000005,1066.4809999999998,1079.4490000000005,1,1079.4490000000005,0,0,,Space To Continue,space,8,object-41,prepare1,3,,blank.png,blank.png,,Dirty,Clean,,,,,practice_congruent,,,
33,1689093477990,11/07/2023 16:37:57,1689079077990,-4,11/07/2023 08:37:57,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,2,prepare1,Screen 1,6xowt1,1,continue,,1079.6489999880796,1066.4809999999998,1079.6489999880796,1079.6489999880796,1066.4809999999998,1079.6489999880796,1,1079.6489999880796,0,0,,Space To Continue,space,8,object-41,prepare1,3,,blank.png,blank.png,,Dirty,Clean,,,,,practice_congruent,,,
34,1689093479478,11/07/2023 16:37:59,1689079079478,-4,11/07/2023 08:37:59,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,13,trials,Screen 1,9h6dqb,1,response,right,1501.86799999106,1499.7710000000006,1501.86799999106,1501.86799999106,1499.7710000000006,1501.86799999106,1,1501.86799999106,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Spotless,right,,,practice_congruent,,,
35,1689093480643,11/07/2023 16:38:00,1689079080643,-4,11/07/2023 08:38:00,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,13,trials,Screen 2,vtanvj,2,continue,,666.5330000000031,666.5330000000031,666.5330000000031,666.5330000000031,666.5330000000031,666.5330000000031,1,666.5330000000031,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Spotless,right,,,practice_congruent,,,
36,1689093482794,11/07/2023 16:38:02,1689079082794,-4,11/07/2023 08:38:02,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,14,trials,Screen 1,9h6dqb,1,response,right,2151.564999997019,2149.7050000000017,2151.564999997019,2151.564999997019,2149.7050000000017,2151.564999997019,1,2151.564999997019,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Pristine,right,,,practice_congruent,,,
37,1689093483959,11/07/2023 16:38:03,1689079083959,-4,11/07/2023 08:38:03,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,14,trials,Screen 2,vtanvj,2,continue,,666.650999999998,666.650999999998,666.650999999998,666.650999999998,666.650999999998,666.650999999998,1,666.650999999998,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Pristine,right,,,practice_congruent,,,
38,1689093484948,11/07/2023 16:38:04,1689079084948,-4,11/07/2023 08:38:04,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,15,trials,Screen 1,9h6dqb,1,response,left,989.5360000000001,983.0970000000016,989.5360000000001,989.5360000000001,983.0970000000016,989.5360000000001,1,989.5360000000001,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Infected,left,,,practice_congruent,,,
39,1689093486109,11/07/2023 16:38:06,1689079086109,-4,11/07/2023 08:38:06,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,15,trials,Screen 2,vtanvj,2,continue,,666.523000000001,666.523000000001,666.523000000001,666.523000000001,666.523000000001,666.523000000001,1,666.523000000001,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Infected,left,,,practice_congruent,,,
40,1689093486807,11/07/2023 16:38:06,1689079086807,-4,11/07/2023 08:38:06,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,16,trials,Screen 1,9h6dqb,1,response,left,698.9519999999975,683.2409999999945,698.9519999999975,698.9519999999975,683.2409999999945,698.9519999999975,1,698.9519999999975,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Putrid,left,,,practice_congruent,,,
41,1689093487958,11/07/2023 16:38:07,1689079087958,-4,11/07/2023 08:38:07,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,16,trials,Screen 2,vtanvj,2,continue,,666.538999999997,666.538999999997,666.538999999997,666.538999999997,666.538999999997,666.538999999997,1,666.538999999997,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Putrid,left,,,practice_congruent,,,
42,1689093488500,11/07/2023 16:38:08,1689079088500,-4,11/07/2023 08:38:08,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,17,trials,Screen 1,9h6dqb,1,response,left,542.0939999970215,533.3050000000003,542.0939999970215,542.0939999970215,533.3050000000003,542.0939999970215,1,542.0939999970215,0,0,,Keyboard Response,keyboard,10,object-73,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Polluted,left,,,practice_congruent,,,
43,1689093489658,11/07/2023 16:38:09,1689079089658,-4,11/07/2023 08:38:09,0,0,,,30612389,,9089067,,live,,,computer,Desktop or Laptop,Windows 10,Chrome 114.0.0.0,1366x768,1821x833,,Implicit Attitudes Test (IAT) - White/Asian - Str+Int+Dir (Clone),1,IAT_Design_STR-INT-DIR,17,trials,Screen 2,vtanvj,2,continue,,666.5580000000045,666.5580000000045,666.5580000000045,666.5580000000045,666.5580000000045,666.5580000000045,1,666.5580000000045,0,0,,Fixation Timing,Fixation,1,object-77,trials,3,10,blank.png,blank.png,blank.png,Dirty,Clean,Polluted,left,,,practice_congruent,,,
